SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,URL,cluster
1-800-273-8255,Logic,72,0.834,0.678,6,-6.242,0,0.0515,0.0546,0.263,0.103,0.551,121.995,168601,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,2
DRXGS,Yellow Claw,95,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,https://i.scdn.co/image/ab67616d0000b273b2c3e6a6672d7d30801fa951,2
All Time Low,Kurt Hugo Schneider,56,0.406,0.711,4,-3.064,1,0.0436,0.373,0.00195,0.139,0.268,159.862,245250,https://i.scdn.co/image/ab67616d0000b2738519af1fdbf5ea0e702a8bd2,0
Real Friends,Camila Cabello,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47e-05,0.225,0.237,136.18,188000,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,2
She Said,FLETCHER,75,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,184134,https://i.scdn.co/image/ab67616d0000b2730b59ef1bd83ef9d7080012ca,2
die without u,LØLØ,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,https://i.scdn.co/image/ab67616d0000b27377e3448162a99c226dbde292,0
New Rules,Dua Lipa,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc,0
Stranger,Blanks,89,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3,2
im all alone,lael,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,https://i.scdn.co/image/ab67616d0000b2733ff73fe12e766d14fad2012b,0
Spin The Block (feat. Future),Lil Durk,90,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,https://i.scdn.co/image/ab67616d0000b273cc252a21d0f26d9378f03ed6,2
detest me,glaive,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,149297,https://i.scdn.co/image/ab67616d0000b273643fa774c7c88b9130639b38,0
Runaway,6VIB3Z,71,0.703,0.703,1,-4.672,1,0.133,0.605,0.0,0.12,0.697,76.017,183783,https://i.scdn.co/image/ab67616d0000b273c379325088c2845fe85cd70a,2
BedRock,Young Money,66,0.181,0.913,5,-3.318,1,0.152,0.0501,0.0,0.282,0.392,82.176,174893,https://i.scdn.co/image/ab67616d0000b273cad1e37b4b31b5484325acd3,1
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,82,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,https://i.scdn.co/image/ab67616d0000b273baf2f329d4feeb19761eddf4,2
Heat Waves,Glass Animals,55,0.48,0.795,0,-3.145,1,0.0337,0.0698,0.0,0.15,0.138,149.991,224000,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464,2
Let Them Know,Mabel,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0.0,0.164,0.265,80.029,189062,https://i.scdn.co/image/ab67616d0000b273b1855c4e60583b738fb054e8,2
Our World (feat. Daniele Sorrentino),Blasterjaxx,56,0.749,0.878,1,-4.685,0,0.0407,0.0144,0.0,0.64,0.148,127.985,160378,https://i.scdn.co/image/ab67616d0000b27383c40ed4c00d9fc52cb133b3,1
Scared to Be Lonely,Martin Garrix,74,0.713,0.738,10,-6.784,1,0.374,0.255,0.0,0.106,0.425,105.027,201200,https://i.scdn.co/image/ab67616d0000b27364f8a309aa3c0a66a31fc374,1
It Ain't Me (with Selena Gomez),Kygo,45,0.343,0.508,2,-9.742,1,0.0341,0.191,0.000377,0.278,0.304,78.126,286720,https://i.scdn.co/image/ab67616d0000b27341f289940f2e6a0d51988d77,0
Mama,Jonas Blue,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,https://i.scdn.co/image/ab67616d0000b273403627b529867858a6b7b830,2
Faded,Alan Walker,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,170813,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,2
Heather,Conan Gray,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,2
At My Worst,Pink Sweat$,54,0.57,0.786,3,-3.85,1,0.0379,0.251,0.000415,0.279,0.179,111.028,237838,https://i.scdn.co/image/ab67616d0000b27387bb1da05f3491eea3401de5,2
Mood (feat. iann dior),24kGoldn,46,0.19,0.494,8,-6.839,1,0.0368,0.554,0.0194,0.106,0.126,76.909,263493,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,0
Hold On,Justin Bieber,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273c60473419a4ce96822541181,2
Hate Me (with Juice WRLD),Ellie Goulding,65,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073,225520,https://i.scdn.co/image/ab67616d0000b273dc854e032e8588d5e75eebc6,1
Circles,Post Malone,83,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,1
Signal,TK from Ling tosite sigure,79,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,229507,https://i.scdn.co/image/ab67616d0000b273f4b4b03d0902c58335f78458,1
The Blower's Daughter,Damien Rice,0,0.688,0.702,7,-4.792,0,0.0501,0.0219,0.0,0.128,0.74,94.007,192191,https://i.scdn.co/image/ab67616d0000b273fbf054cdb847f4e042d88642,2
i'm so tired...,Lauv,75,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,198947,https://i.scdn.co/image/ab67616d0000b2732c0e1e9e1fd1e7b132da1606,2
Met Him Last Night - Dave Audé Remix,Demi Lovato,62,0.62,0.64,4,-5.285,1,0.0334,0.0488,0.0,0.0647,0.445,90.032,172787,https://i.scdn.co/image/ab67616d0000b273292b5a44cf639d8d86888588,2
Freaks,Surf Curse,79,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,2
Cold Light,KC Lights,83,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,167864,https://i.scdn.co/image/ab67616d0000b2731ab362964a8865eace979a39,1
Just Dance,EQRIC,57,0.528,0.367,2,-9.227,1,0.055,0.878,0.000146,0.0795,0.293,128.715,190427,https://i.scdn.co/image/ab67616d0000b273e691217483df8798445c82e2,0
Lift Your Energy,Eden Prince,61,0.703,0.628,0,-5.914,1,0.203,0.364,0.0,0.384,0.471,138.032,205217,https://i.scdn.co/image/ab67616d0000b273c25655226c0faf159143915b,1
Payphone,Maroon 5,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333,https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff,2
Seasons - NIVIRO Remix,Rival,69,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,https://i.scdn.co/image/ab67616d0000b27315c1ed89791fdbe3bea3a2b7,1
S&M Remix,Rihanna,78,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,191250,https://i.scdn.co/image/ab67616d0000b273c28680c727d093ec3db48340,2
Blinding Lights,The Weeknd,91,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,1
Umbrella,Ember Island,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,149297,https://i.scdn.co/image/ab67616d0000b273f9f27162ab1ed45b8d7a7e98,0
Cold Skin,Seven Lions,60,0.687,0.463,1,-6.635,1,0.0368,0.039,0.0,0.131,0.289,91.031,198187,https://i.scdn.co/image/ab67616d0000b27307c399135b66ed7c66ec4027,2
Better Not (with Wafia),Louis The Child,95,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,https://i.scdn.co/image/ab67616d0000b27353c069027efd7447798e844d,2
I Get You,Kasbo,81,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,https://i.scdn.co/image/ab67616d0000b2731842f53a1cef27ed76bee40a,2
Line Of Sight (Reprise) (feat. WYNNE & Mansionair),ODESZA,85,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,https://i.scdn.co/image/ab67616d0000b27300c8600dbba79dac1f2b1d32,0
Only One I Need,William Black,76,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,https://i.scdn.co/image/ab67616d0000b2734cae64780023f5d32c303c0b,2
All Eyes On Me,Bo Burnham,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,https://i.scdn.co/image/ab67616d0000b273b0bc4161fffa156cacafc128,2
STAY (with Justin Bieber),The Kid LAROI,74,0.535,0.359,2,-9.343,1,0.0607,0.771,0.0,0.111,0.488,154.163,184505,https://i.scdn.co/image/ab67616d0000b27341e31d6ea1d493dd77933ee5,0
Just A Mess,Tones And I,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,https://i.scdn.co/image/ab67616d0000b2738e8197111f9d57793a5e7eff,0
Renegade (feat. Taylor Swift),Big Red Machine,54,0.251,0.536,8,-11.449,1,0.0438,0.217,0.88,0.111,0.428,84.457,99380,https://i.scdn.co/image/ab67616d0000b273e77973772db06a6327d58946,3
Demeanor (feat. Dua Lipa),Pop Smoke,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,197840,https://i.scdn.co/image/ab67616d0000b27379476cf856443329e6c52c04,2
Good Life (with G-Eazy & Kehlani),G-Eazy,82,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,https://i.scdn.co/image/ab67616d0000b273857ce1238c0bf9cbca89bf55,2
Bamboléo,Gipsy Kings,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b2736e7cb1429534f0d21133b714,0
Feel This Moment (feat. Christina Aguilera),Pitbull,69,0.735,0.784,11,-7.128,0,0.0332,0.449,0.154,0.105,0.582,120.012,191000,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,2
Don't Leave Me Now,Lost Frequencies,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,https://i.scdn.co/image/ab67616d0000b273ee8d918583183919d31f1e6c,1
Sleepover,Litany,0,0.523,0.607,1,-4.754,0,0.03,0.512,0.0,0.106,0.0651,145.837,217867,https://i.scdn.co/image/ab67616d0000b2735b41313f5e512786926f3da9,0
All My Friends,AJ Mitchell,85,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,https://i.scdn.co/image/ab67616d0000b27356195a1de62577988becf8f5,0
Not Allowed,TV Girl,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,https://i.scdn.co/image/ab67616d0000b27332f5fec7a879ed6ef28f0dfd,2
Brush Fire,Gracie Abrams,48,0.489,0.739,8,-5.049,1,0.0397,0.0573,9.76e-06,0.105,0.472,125.003,257400,https://i.scdn.co/image/ab67616d0000b2730fbf715d41f46ae042bcc23f,2
Butterflies,MAX,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,https://i.scdn.co/image/ab67616d0000b2737d754c028dfe344882a2f3e8,2
Shower,Becky G,77,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,219160,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,2
I Like Me Better,Anthony de la Torre,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,https://i.scdn.co/image/ab67616d0000b273c2f8018c984a8acb592bc7d8,2
Emptiness,Zodiac Wave,87,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,https://i.scdn.co/image/ab67616d0000b2739ab7a540b94ce87de4392a82,2
If I Could,Brynn Cartelli,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273900f246f03884d3c19847808,2
Bright Eyes,Art Garfunkel,64,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135,https://i.scdn.co/image/ab67616d0000b27303a06e5fe0e916e4e4173705,0
Game of Thrones - Theme,London Music Works,66,0.524,0.882,5,-3.038,1,0.0367,0.108,1.1e-06,0.071,0.399,119.94,204547,https://i.scdn.co/image/ab67616d0000b273c0427505829f1b63f1c18f6f,2
People Watching,Conan Gray,73,0.365,0.443,7,-10.11,1,0.0235,0.0472,1.44e-06,0.344,0.149,93.953,271533,https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396,0
The Rains of Castamere,Ramin Djawadi,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,221176,https://i.scdn.co/image/ab67616d0000b27313625287ac224436f6070f94,2
The Rains of Castamere (From the HBO® Series Game Of Thrones - Season 4),Ramin Djawadi,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,https://i.scdn.co/image/ab67616d0000b273bd17fd3d160a1440408dbf9e,2
The Rains Of Castomere,The National,51,0.622,0.618,9,-4.954,1,0.0375,0.203,0.0,0.34,0.477,172.129,155147,https://i.scdn.co/image/ab67616d0000b2732c6cf887c57990d092c85465,2
Forever,Lewis Capaldi,70,0.755,0.689,5,-4.463,1,0.0305,0.0693,0.0,0.394,0.638,140.013,198874,https://i.scdn.co/image/ab67616d0000b273b9c4979446c4d39bc08e9503,2
Power is Power (feat. The Weeknd & Travis Scott),SZA,91,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,https://i.scdn.co/image/ab67616d0000b273d4024fdf2c5056be8a08d09c,1
All I Want (Floorplan Remix) [Extended Mix] (feat. Andrea Martin),Secondcity,64,0.639,0.404,4,-7.68,0,0.037,0.0166,0.0,0.343,0.045,138.054,177440,https://i.scdn.co/image/ab67616d0000b27374a2c95587f874aa835a952a,0
Closer,Jaden Thompson,0,0.665,0.707,11,-5.144,1,0.03,0.193,0.0,0.219,0.391,144.952,156331,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,2
What's Up,Gaullin,72,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,273333,https://i.scdn.co/image/ab67616d0000b2736686bf5b2e62ef26ec0d0ea4,0
When I Need You,Céline Dion,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273fc260b9f45d36ce9ebde7bc5,2
Beautiful Now,Zedd,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867,https://i.scdn.co/image/ab67616d0000b273d040bc5b46915b49a64d7b1d,2
Won't Bite (feat. Smino),Doja Cat,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,2
She's My Collar (feat. Kali Uchis),Gorillaz,77,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743,2
Hold It Against Me,Britney Spears,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147,https://i.scdn.co/image/ab67616d0000b273fda0f2adec40250bea55101b,2
"I miss you, I’m sorry",Gracie Abrams,85,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,https://i.scdn.co/image/ab67616d0000b27355c38bc34d1fe852f2657c2e,0
Fingers Crossed (with Julia Michaels),Trevor Daniel,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273b0f4acdef98296e13d263c8d,2
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,76,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,https://i.scdn.co/image/ab67616d0000b27360036f58bbb4b25a7a6f2712,2
NUMB,Chri$tian Gate$,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,2
Hate You + Love You (feat. AJ Mitchell),Cheat Codes,70,0.724,0.5,5,-7.112,0,0.259,0.41,0.0,0.115,0.317,97.694,171429,https://i.scdn.co/image/ab67616d0000b273c2bd783533a07368136793a8,1
Party Girl,StaySolidRocky,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,https://i.scdn.co/image/ab67616d0000b273f1255abfe0381a9e6fedb301,0
Heart Attack,Demi Lovato,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273251fade24606082e8cf97972,2
Love Is Gone - Acoustic,Dylan Matthew,10,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,https://i.scdn.co/image/ab67616d0000b2733892a2a2c261629f34bb5536,1
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,https://i.scdn.co/image/ab67616d0000b2737a3fbbab0e9fb050a08fa065,2
Changes,Hayd,54,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12e-05,0.36,0.737,120.001,167811,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,2
Back To U,SLANDER,0,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,165507,https://i.scdn.co/image/ab67616d0000b273df34234cbad3fca10cda133e,2
Time,NF,79,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,2
7UP,Boy In Space,83,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,https://i.scdn.co/image/ab67616d0000b2735290d1b9b7e45618a27c065c,1
Hate The Way (feat. blackbear),G-Eazy,57,0.443,0.579,6,-6.517,0,0.187,0.125,0.0,0.284,0.256,83.827,240437,https://i.scdn.co/image/ab67616d0000b273cad9ceeebb8d1dd84e5ce8d9,1
lie to me,Ali Gatie,76,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,0
Do You Believe,Ali Gatie,10,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,https://i.scdn.co/image/ab67616d0000b2732a0e84f7f86349253277349b,1
"i hate u, i love u (feat. olivia o'brien)",gnash,67,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,173973,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8,2
ANGELS & DEMONS,jxdn,54,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12e-05,0.36,0.737,120.001,167811,https://i.scdn.co/image/ab67616d0000b273cda826d365bd5cf8e0a4d815,2
I Don't Want You Back,AJ Mitchell,0,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,165507,https://i.scdn.co/image/ab67616d0000b273a887d66b888802f16cbfd59c,2
Chasing_(Demo),NF,79,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,https://i.scdn.co/image/ab67616d0000b2739ad2960fafd7b9656c895578,2
hot girl bummer,blackbear,83,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d,1
idfc - Tarro Remix,blackbear,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,https://i.scdn.co/image/ab67616d0000b2739256a09a8085ca1d4fe2d338,2
Ridiculous Thoughts,The Cranberries,54,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12e-05,0.36,0.737,120.001,167811,https://i.scdn.co/image/ab67616d0000b27372d481a5999197ef5f42f796,2
When We Were Young,Dolores O'Riordan,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,https://i.scdn.co/image/ab67616d0000b2737b9888dc365b8f957c63df14,2
Human Spirit,Dolores O'Riordan,69,0.836,0.51,1,-10.091,0,0.371,0.713,3.35e-05,0.101,0.56,151.499,162772,https://i.scdn.co/image/ab67616d0000b2739bf57fa172f5be04c7e7ffc2,1
Pain - Remastered,Blackfield,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,https://i.scdn.co/image/ab67616d0000b273513d6513b16f9e27707730b7,1
Send Me An Angel,Scorpions,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b273787674b6a114f98cad6f834b,0
Under Your Spell,The Birthday Massacre,71,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,181176,https://i.scdn.co/image/ab67616d0000b273b046c342a6c11e3bb7c9724c,2
Frozen,Madonna,61,0.389,0.148,3,-11.011,1,0.03,0.897,0.0,0.114,0.4,142.611,287324,https://i.scdn.co/image/ab67616d0000b2734cef50f6a5d84d46ad9a4af1,0
Stay,Zedd,72,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,191293,https://i.scdn.co/image/ab67616d0000b27341e31d6ea1d493dd77933ee5,2
Bartholomew,The Silent Comedy,71,0.606,0.9,0,-4.504,1,0.119,0.0101,0.0,0.075,0.233,133.963,216504,https://i.scdn.co/image/ab67616d0000b273400bdacf8c028c8f769132d3,2
Loki Green Theme,Natalie Holt,78,0.57,0.689,7,-6.242,1,0.147,0.358,0.0,0.0819,0.568,100.087,196844,https://i.scdn.co/image/ab67616d0000b27393c695e6fe6a29007bb51854,2
Photograph,Ed Sheeran,53,0.7,0.33,4,-7.522,1,0.0706,0.797,0.0,0.122,0.766,119.103,226280,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,0
SAD!,XXXTENTACION,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,1
Everybody Dies In Their Nightmares,XXXTENTACION,91,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,1
Losing Interest,itssvd,44,0.515,0.281,1,-7.845,1,0.0264,0.972,0.00949,0.108,0.105,98.251,219682,https://i.scdn.co/image/ab67616d0000b273f5fa99a449e4262f628f41a3,0
Tory lanez freestyle ,Battieboyspodcast,48,0.663,0.341,0,-8.82,1,0.0326,0.896,0.503,0.118,0.192,127.974,148000,https://i.scdn.co/image/ab67616d0000b27399f24266c22e4e3b3b83fa58,0
idfc,blackbear,42,0.714,0.404,9,-8.759,1,0.0439,0.196,1.04e-06,0.283,0.299,98.016,149821,https://i.scdn.co/image/ab67616d0000b2739bd9040e92f79ffb58eb9dbd,0
bad vibes forever,XXXTENTACION,62,0.72,0.724,6,-7.219,0,0.0463,0.0418,0.0,0.0597,0.747,89.984,213804,https://i.scdn.co/image/ab67616d0000b273fa96fd3251629605bb59345d,2
STILL CHOSE YOU (feat. Mustard),The Kid LAROI,69,0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98,201160,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a,2
Maniac,Conan Gray,0,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,https://i.scdn.co/image/ab67616d0000b273c23fc5c23c494a83d14908d2,1
VIBEZ,DaBaby,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,2
We're Good,Dua Lipa,76,0.783,0.435,7,-7.78,1,0.0588,0.282,0.0,0.0833,0.512,106.974,210220,https://i.scdn.co/image/ab67616d0000b273ccdddb2e5349ea0608c3e016,2
Whistle,Flo Rida,66,0.272,0.281,10,-8.131,1,0.0307,0.618,0.0,0.111,0.152,138.856,305893,https://i.scdn.co/image/ab67616d0000b273ff4ec21d7817138cabcc19bc,0
Manike Mage Hithe,Chamath Sangeeth,81,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,253520,https://i.scdn.co/image/ab67616d0000b27328079cbb812199a40c64d37a,0
Liggi,Ritviz,75,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,246587,https://i.scdn.co/image/ab67616d0000b273774767c26967fb25e7854305,0
Riha,Anuv Jain,65,0.399,0.362,6,-8.37,1,0.0337,0.637,8.47e-06,0.0965,0.311,125.73,217427,https://i.scdn.co/image/ab67616d0000b2731a1e038a4fc09c537b0b97a5,0
Someone You Like,The Girl and The Dreamcatcher,73,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,https://i.scdn.co/image/ab67616d0000b273164feb363334f93b6458d2a9,2
Hosanna,Hillsong Worship,0,0.615,0.28,0,-8.648,1,0.0433,0.932,0.0,0.0877,0.387,72.797,213827,https://i.scdn.co/image/ab67616d0000b273f8910d64a61c3e3dc970613c,0
Hold On To Me,Lauren Daigle,88,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,https://i.scdn.co/image/ab67616d0000b273343c8c4eba9913f62cf4d8c7,0
Overdrive,Conan Gray,51,0.517,0.744,8,-4.826,0,0.0285,0.178,0.0,0.12,0.379,139.983,224493,https://i.scdn.co/image/ab67616d0000b27372694fed173af6d24d22eefb,2
Strawberries & Cigarettes,Troye Sivan,0,0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,220733,https://i.scdn.co/image/ab67616d0000b273c9eb4c87e1d7f5353908b712,2
Overwhelmed (Ryan Mack Remix),Ryan Mack,75,0.383,0.616,5,-7.118,1,0.0515,0.314,7.21e-06,0.11,0.48,147.625,208667,https://i.scdn.co/image/ab67616d0000b273406c79c19c702998ece57d7f,0
I'm not Pretty,JESSIA,72,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,193200,https://i.scdn.co/image/ab67616d0000b273d698a39207c9cb499814f4a0,2
